,variable,label,unique_values,variable_type
12447,ffcc_famsurvey_a7_a2,a7_a2 language(s) of provider - spanish,3.0,unknown
12448,ffcc_famsurvey_a7_a3,a7_a3 language(s) of provider - french,3.0,unknown
12449,ffcc_famsurvey_a7_a4,a7_a4 language(s) of provider - creole,3.0,unknown
12450,ffcc_famsurvey_a7_a5,a7_a5 language(s) of provider - other #1,3.0,unknown
12451,ffcc_famsurvey_a7_a5oth,a7_a5oth language(s) of provider - other specify,2.0,categorical
12452,ffcc_famsurvey_a7_a6,a7_a6 language(s) of provider - other #2,3.0,unknown
12453,ffcc_famsurvey_a7_a6oth,a7_a6oth language(s) of provider - other specify,2.0,categorical
12454,ffcc_famsurvey_a7_a7,a7_a7 language(s) of provider - other #3,2.0,unknown
12455,ffcc_famsurvey_a7_a7oth,a7_a7oth language(s) of provider - other specify,1.0,unknown
12456,ffcc_famsurvey_a7_a8,a7_a8 language(s) of provider - other #4,1.0,unknown
12457,ffcc_famsurvey_a7_a8oth,a7_a8oth language(s) of provider - other specify,1.0,unknown
12458,ffcc_famsurvey_a7_a9,a7_a9 language(s) of provider - other #5,1.0,unknown
12459,ffcc_famsurvey_a7_a9oth,a7_a9oth language(s) of provider - other specify,1.0,unknown
12460,ffcc_famsurvey_a8_1,a8_1 what language(s) of focus child - english,3.0,unknown
12461,ffcc_famsurvey_a8_2,a8_2 what language(s) of focus child - spanish,3.0,unknown
12462,ffcc_famsurvey_a8_3,a8_3 what language(s) of focus child - french,2.0,unknown
12463,ffcc_famsurvey_a8_4,a8_4 what language(s) of focus child - creole,3.0,unknown
12464,ffcc_famsurvey_a8_5,a8_5 what language(s) of focus child - other #1,3.0,unknown
12465,ffcc_famsurvey_a8_5oth,a8_5oth what language(s) of focus child - other specify,2.0,categorical
12466,ffcc_famsurvey_a8_6,a8_6 what language(s) of focus child - other #2,3.0,unknown
12467,ffcc_famsurvey_a8_6oth,a8_6oth what language(s) of focus child - other specify,2.0,categorical
12468,ffcc_famsurvey_a8_7,a8_7 what language(s) of focus child - other #3,1.0,unknown
12469,ffcc_famsurvey_a8_7oth,a8_7oth what language(s) of focus child - other specify,1.0,unknown
12470,ffcc_famsurvey_a8_8,a8_8 what language(s) of focus child - other #4,1.0,unknown
12471,ffcc_famsurvey_a8_8oth,a8_8oth what language(s) of focus child - other specify,1.0,unknown
12472,ffcc_famsurvey_a8_9,a8_9 what language(s) of focus child - other #5,1.0,unknown
12473,ffcc_famsurvey_a8_9oth,a8_9oth what language(s) of focus child - other specify,1.0,unknown
12474,ffcc_famsurvey_a8_a,a8_a main language of focus child,4.0,unknown
12475,ffcc_famsurvey_a8_aoth,a8_aoth main language of focus child - other specify,2.0,categorical
12476,ffcc_famsurvey_a9_1,a9_1 language(s) of focus child's parents - english,3.0,unknown
12477,ffcc_famsurvey_a9_2,a9_2 language(s) of focus child's parents - spanish,3.0,unknown
12478,ffcc_famsurvey_a9_3,a9_3 language(s) of focus child's parents - french,3.0,unknown
12479,ffcc_famsurvey_a9_4,a9_4 language(s) of focus child's parents - cerole,3.0,unknown
12480,ffcc_famsurvey_a9_5,a9_5 language(s) of focus child's parents - other #1,3.0,unknown
12481,ffcc_famsurvey_a9_5oth,a9_5oth language(s) of focus child's parents - other specify,2.0,categorical
12482,ffcc_famsurvey_a9_6,a9_6 language(s) of focus child's parents - other #2,3.0,unknown
12483,ffcc_famsurvey_a9_6oth,a9_6oth language(s) of focus child's parents - other specify,2.0,categorical
12484,ffcc_famsurvey_a9_7,a9_7 language(s) of focus child's parents - other #3,1.0,unknown
12485,ffcc_famsurvey_a9_7oth,a9_7oth language(s) of focus child's parents - other specify,1.0,unknown
12486,ffcc_famsurvey_a9_8,a9_8 language(s) of focus child's parents - other #4,1.0,unknown
12487,ffcc_famsurvey_a9_8oth,a9_8oth language(s) of focus child's parents - other specify,1.0,unknown
12488,ffcc_famsurvey_a9_9,a9_9 language(s) of focus child's parents - other #5,1.0,unknown
12489,ffcc_famsurvey_a9_9oth,a9_9oth language(s) of focus child's parents - other specify,1.0,unknown
12490,ffcc_famsurvey_a10,a10 does provider care for children other than focus child & providers own child,3.0,unknown
12491,ffcc_famsurvey_a10_a1,a10_a1 languages other children use in class - english,4.0,unknown
12492,ffcc_famsurvey_a10_a2,a10_a2 languages other children use in class - spanish,4.0,unknown
12493,ffcc_famsurvey_a10_a3,a10_a3 languages other children use in class - french,3.0,unknown
12494,ffcc_famsurvey_a10_a4,a10_a4 languages other children use in class - creole,3.0,unknown
12495,ffcc_famsurvey_a10_a5,a10_a5 languages other children use in class - other #1,4.0,unknown
12496,ffcc_famsurvey_a10_a5ot,a10_a5ot languages other children use in class - other specify,2.0,categorical
12497,ffcc_famsurvey_a10_a6,a10_a6 languages other children use in class - other #2,4.0,unknown
12498,ffcc_famsurvey_a10_a6ot,a10_a6ot languages other children use in class - other specify,2.0,categorical
12499,ffcc_famsurvey_a10_a7,a10_a7 languages other children use in class - other #3,3.0,unknown
12500,ffcc_famsurvey_a10_a7ot,a10_a7ot languages other children use in class - other specify,1.0,unknown
12501,ffcc_famsurvey_a10_a8,a10_a8 languages other children use in class - other #4,3.0,unknown
12502,ffcc_famsurvey_a10_a8ot,a10_a8ot languages other children use in class - other specify,1.0,unknown
12503,ffcc_famsurvey_a10_a9,a10_a9 languages other children use in class - other #5,3.0,unknown
12504,ffcc_famsurvey_a10_a9ot,a10_a9ot languages other children use in class - other specify,1.0,unknown
12505,ffcc_famsurvey_a11,a11 does the child speak a language that the provider does not speak,3.0,unknown
12506,ffcc_famsurvey_a11_a,a11_a how much trouble you have communicating w/child because you don't speak hi,3.0,unknown
12507,ffcc_famsurvey_a11_b,a11_b is there anyone else readily available to help communicate with child in h,2.0,unknown
12508,ffcc_famsurvey_a12,a12 either of focus child parents speak  language that the provider does not spe,3.0,unknown
12509,ffcc_famsurvey_a12_a,a12_a how much trouble you have communicating with child parents cause you don't,4.0,unknown
12510,ffcc_famsurvey_a12_b,a12_b is anyone readily available to help you communicate with child's parents i,3.0,unknown
12511,ffcc_famsurvey_a13_m,a13_m when did you first start taking care of child on a regular basis - month,1.0,continuous
12512,ffcc_famsurvey_a13_y,a13_y when did you first start taking care of child on a regular basis - year,1.0,continuous
12513,ffcc_famsurvey_a14,a14 how many hours do you usually watch child in a typical week,47.0,unknown
12514,ffcc_famsurvey_a15,a15 is care only in child's home,3.0,unknown
12515,ffcc_famsurvey_a15_a,a15_a does child have a special place to keep his toys or personal belongings,4.0,unknown
12516,ffcc_famsurvey_a16,a16 is there a television available for child/children to watch when you are tak,3.0,unknown
12517,ffcc_famsurvey_a16_a,a16_a how many hrs is there a television on during a typical day when you care f,8.0,unknown
12518,ffcc_famsurvey_a16_b1,a16_b1 what television shows are generally on while you are watching child. exam,13.0,categorical
12519,ffcc_famsurvey_a16_b2,a16_b2 what television shows are generally on while you are watching child. exam,13.0,categorical
12520,ffcc_famsurvey_a17,a17 if child hits you. what do you do record verbatim,2.0,categorical
12521,ffcc_famsurvey_a17a_0,a17a_0 if child hits you. what do you do - his never happens,2.0,unknown
12522,ffcc_famsurvey_a17a_1,"a17a_1 if child hits you. what do you do - hit (any degree) spank, yell at, seri",3.0,unknown
12523,ffcc_famsurvey_a17a_2,a17a_2 if child hits you. what do you do - explain the rules,3.0,unknown
12524,ffcc_famsurvey_a17a_3,a17a_3 if child hits you. what do you do - scold,3.0,unknown
12525,ffcc_famsurvey_a17a_4,a17a_4 if child hits you. what do you do - time out,3.0,unknown
12526,ffcc_famsurvey_a17a_5,"a17a_5 if child hits you. what do you do - no response, ignore",3.0,unknown
12527,ffcc_famsurvey_a17a_6,a17a_6 if child hits you. what do you do - redirect behavior,3.0,unknown
12528,ffcc_famsurvey_a17a_7,a17a_7 if child hits you. what do you do - tell child not to hit/to stop,3.0,unknown
12529,ffcc_famsurvey_a17a_9,a17a_9 if child hits you. what do you do - other,3.0,unknown
12530,ffcc_famsurvey_a17a_9ot,a17a_9ot if child hits you. what do you do - other specify,2.0,categorical
12531,ffcc_famsurvey_a18,"a18 if child disagrees with you says negative things about you, what do you do? ",3.0,categorical
12532,ffcc_famsurvey_a18a_0,"a18a_0 if child disagrees with you says negative things about you, what do you d",2.0,unknown
12533,ffcc_famsurvey_a18a_1,"a18a_1 child disa. with you says neg. things to you,  you do -  hit (any degree)",3.0,unknown
12534,ffcc_famsurvey_a18a_2,"a18a_2 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12535,ffcc_famsurvey_a18a_3,"a18a_3 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12536,ffcc_famsurvey_a18a_4,"a18a_4 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12537,ffcc_famsurvey_a18a_5,"a18a_5 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12538,ffcc_famsurvey_a18a_6,"a18a_6 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12539,ffcc_famsurvey_a18a_7,"a18a_7 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12540,ffcc_famsurvey_a18a_9,"a18a_9 if child disagrees with you says negative things about you, what do you d",3.0,unknown
12541,ffcc_famsurvey_a18a_9ot,"a18a_9ot if child disagrees with you says negative things about you, what do you",2.0,categorical
12542,ffcc_famsurvey_a19_a,"a19_a how child behaves - can't stand waiting, wants everything now",4.0,unknown
12543,ffcc_famsurvey_a19_b,a19_b how child behaves - is curel to animals,4.0,unknown
12544,ffcc_famsurvey_a19_c,a19_c how child behaves - is defiant,4.0,unknown
12545,ffcc_famsurvey_a19_d,a19_d how child behaves - demands must be met immediately,4.0,unknown
12546,ffcc_famsurvey_a19_e,a19_e how child behaves - destroys things belonging to his/her family or other c,4.0,unknown
12547,ffcc_famsurvey_a19_f,a19_f how child behaves - is disobedient,4.0,unknown
12548,ffcc_famsurvey_a19_g,a19_g how child behaves - is disturbed by any change in routine,4.0,unknown
12549,ffcc_famsurvey_a19_h,a19_h how child behaves - doesn't get along with other children,4.0,unknown
12550,ffcc_famsurvey_a19_i,a19_i how child behaves - doesn't seem to feel guilty after misbehaving,4.0,unknown
12551,ffcc_famsurvey_a19_j,a19_j how child behaves - is easily frustrated,4.0,unknown
12552,ffcc_famsurvey_a19_k,a19_k how child behaves - is easily jealous,4.0,unknown
12553,ffcc_famsurvey_a19_l,a19_l how child behaves - gets in many fights,4.0,unknown
12554,ffcc_famsurvey_a19_m,a19_m how child behaves - hits others,1.0,continuous
12555,ffcc_famsurvey_a19_n,a19_n how child behaves - hurts animals or people without meaning to,4.0,unknown
12556,ffcc_famsurvey_a19_o,a19_o how child behaves - has angry moods,4.0,unknown
12557,ffcc_famsurvey_a19_p,"a19_p how child behaves - is nervous, high strung, or tense",4.0,unknown
12558,ffcc_famsurvey_a19_q,a19_q how child behaves - physically attacks people,4.0,unknown
12559,ffcc_famsurvey_a19_r,a19_r how child behaves - punishment doesn't change his/her behavior,4.0,unknown
12560,ffcc_famsurvey_a19_s,a19_s how child behaves - screams a lot,4.0,unknown
12561,ffcc_famsurvey_a19_t,a19_t how child behaves - is selfish or won't share,4.0,unknown
12562,ffcc_famsurvey_a19_u,a19_u how child behaves - has a speech problem,4.0,unknown
12563,ffcc_famsurvey_a19_v,"a19_v how child behaves - is stubborn, sullen, or irritable",4.0,unknown
12564,ffcc_famsurvey_a19_w,a19_w how child behaves - has sudden changes in mood or feelings,4.0,unknown
12565,ffcc_famsurvey_a19_x,a19_x how child behaves - has temper tantrums or a hot temper,4.0,unknown
12566,ffcc_famsurvey_a19_y,a19_y how child behaves - is uncooperative,1.0,continuous
12567,ffcc_famsurvey_a19_z,a19_z how child behaves - is unusually loud,4.0,unknown
12568,ffcc_famsurvey_a19_aa,a19_aa how child behaves - wants a lot of attention,4.0,unknown
12569,ffcc_famsurvey_a19_bb,a19_bb how child behaves - is whiny,4.0,unknown
12570,ffcc_famsurvey_a19_cc,"a19_cc how child behaves - is withdrawn, he/she doesn't get involved with others",4.0,unknown
12571,ffcc_famsurvey_a19_dd,a19_dd how child behaves - has trouble getting to sleep,4.0,unknown
12572,ffcc_famsurvey_a19_ee,a19_ee how child behaves - talks or cries in his/her sleep,4.0,unknown
12573,ffcc_famsurvey_a19_ff,a19_ff how child behaves - wakes up often at night,4.0,unknown
12574,ffcc_famsurvey_b1,"b1 on average, how many hrs per wk do you provide child care to children who are",49.0,unknown
12575,ffcc_famsurvey_b2,b2 altogether how many wks during the year are you not available to provide chil,19.0,unknown
12576,ffcc_famsurvey_b3_a,b3_a is care in the provider's home,3.0,unknown
12577,ffcc_famsurvey_b5_hr,b5_hr when child/children come to your house. what time do they typically arrive,14.0,unknown
12578,ffcc_famsurvey_b5_min,b5_min when child/children come to your house. what time do they typically arriv,10.0,unknown
12579,ffcc_famsurvey_b5_1ampm,b5_1ampm when child/children come to your house. what time do they typically arr,4.0,unknown
12580,ffcc_famsurvey_b5_ah,b5_ah when child/children come to yor house what time does child typically leave,14.0,unknown
12581,ffcc_famsurvey_b5_am,b5_am when child/children come to yor house what time does child typically leave,10.0,unknown
12582,ffcc_famsurvey_b5_a1ap,b5_a1ap when child/children come to yor house what time does child typically lea,4.0,unknown
12583,ffcc_famsurvey_b6,b6 do you ever care for children on weekends,3.0,unknown
12584,ffcc_famsurvey_b6_a,b6_a do you ever care for child on weekends,4.0,unknown
12585,ffcc_famsurvey_b7,b7 do you ever provide care in late night/early morning hrs or for a parent whos,3.0,unknown
12586,ffcc_famsurvey_b8,b8 do you ever care for child in the late night or early morning hours,4.0,unknown
12587,ffcc_famsurvey_b8_a,b8_a do the hours you watch child vary from week to week,3.0,unknown
12588,ffcc_famsurvey_b9,b9 during last two mths total days you were not able to care for child/children ,17.0,unknown
12589,ffcc_famsurvey_b10,b10 do you keep medical records for child/children you take care of,3.0,unknown
12590,ffcc_famsurvey_b11_a,b11_a records you keep for child do you have any of the following - immunization,5.0,unknown
12591,ffcc_famsurvey_b11_b,b11_b records you keep for child do you have any of the following - emergency co,5.0,unknown
12592,ffcc_famsurvey_b11_c,b11_c records you keep for child have any of the following - written premission ,5.0,unknown
12593,ffcc_famsurvey_b11_d,b11_d records you keep for child do you have any of the following - phone number,5.0,unknown
12594,ffcc_famsurvey_b11_e,b11_e records you keep for child have any of the following - information health ,4.0,unknown
12595,ffcc_famsurvey_b11_f,b11_f records you keep for child do you have any of the following - written perm,4.0,unknown
12596,ffcc_famsurvey_b11_g,b11_g do you keep - physician's name,3.0,unknown
12597,ffcc_famsurvey_b12,b12 is focus child only child in care,4.0,unknown
12598,ffcc_famsurvey_b13_a,b13_a what  you do to inform other parents if child has an infectious disease li,7.0,unknown
12599,ffcc_famsurvey_b13_a9ot,b13_a9ot you do to inform other parents child has an infectious disease - pink e,3.0,categorical
12600,ffcc_famsurvey_b13b_0,b13b_0 what is your policy if child abuse is suspected - no policy,2.0,unknown
12601,ffcc_famsurvey_b13b_2,b13b_2 what is your policy if child abuse is suspected - contact specialist,3.0,unknown
12602,ffcc_famsurvey_b13b_3,b13b_3 your policy if child abuse is suspected - contact health/human services/y,3.0,unknown
